id,symbol,created_at,headline,source,n_symbols
100754,ECHO,2021-04-08T14:00:00+00:00,Echo Networks announces dividend hike and a new buyback program,synthetic,1
100755,ECHO,2021-04-08T13:56:00+00:00,Echo Networks announces dividend hike and a new buyback program,synthetic,1
100756,ACME,2021-04-08T14:42:00+00:00,Acme Robotics announces dividend hike and a new buyback program,synthetic,1
100757,ACME,2021-04-08T13:58:00+00:00,Acme Robotics schedules its quarterly earnings call date,synthetic,1
100758,JOLT,2021-04-08T17:09:00+00:00,Jolt Beverages shares surge after upgrade to buy on strong demand,synthetic,1
100759,JOLT,2021-04-08T16:25:00+00:00,Jolt Beverages announces dividend hike and a new buyback program,synthetic,1
100760,DYNE,2021-04-08T17:38:00+00:00,Dyne Biolabs publishes its annual sustainability report,synthetic,1
100761,LUMN,2021-04-08T14:40:00+00:00,Lumen Softworks completes a previously announced facility relocation,synthetic,1
100762,LUMN,2021-04-08T15:43:00+00:00,Lumen Softworks misses revenue estimates and warns of weak guidance,synthetic,1
100763,GALE,2021-04-08T17:48:00+00:00,Gale Airlines cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100764,GALE,2021-04-08T14:04:00+00:00,Gale Airlines tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100765,CRUX,2021-04-08T19:12:00+00:00,"Crux Semiconductors faces a lawsuit and product recall, with layoffs expected",synthetic,1
100766,CRUX,2021-04-08T14:23:00+00:00,Crux Semiconductors shares surge after upgrade to buy on strong demand,synthetic,1
100767,IRIS,2021-04-08T18:00:00+00:00,Iris Optics announces dividend hike and a new buyback program,synthetic,1
100768,IRIS,2021-04-08T18:21:00+00:00,"Iris Optics wins major contract, boosting order backlog to a record",synthetic,1
100769,FLUX,2021-04-08T14:56:00+00:00,Flux Materials misses revenue estimates and warns of weak guidance,synthetic,1
100770,FLUX,2021-04-08T16:45:00+00:00,Flux Materials to present at an industry conference next week,synthetic,1
100771,KILN,2021-04-09T15:18:00+00:00,Kiln Foods cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100772,HALO,2021-04-09T15:35:00+00:00,Halo Health cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100773,DYNE,2021-04-09T14:11:00+00:00,Dyne Biolabs announces dividend hike and a new buyback program,synthetic,1
100774,LUMN,2021-04-09T14:10:00+00:00,"Lumen Softworks wins major contract, boosting order backlog to a record",synthetic,1
100775,LUMN,2021-04-09T18:12:00+00:00,Lumen Softworks raises full-year guidance; analysts turn bullish,synthetic,1
100776,ACME,2021-04-09T16:35:00+00:00,Acme Robotics schedules its quarterly earnings call date,synthetic,1
100777,BOLT,2021-04-09T14:58:00+00:00,"Bolt Energy faces a lawsuit and product recall, with layoffs expected",synthetic,1
100778,BOLT,2021-04-09T15:26:00+00:00,Bolt Energy announces dividend hike and a new buyback program,synthetic,1
100779,IRIS,2021-04-09T14:35:00+00:00,"Iris Optics faces a lawsuit and product recall, with layoffs expected",synthetic,1
100780,JOLT,2021-04-09T18:44:00+00:00,Jolt Beverages to present at an industry conference next week,synthetic,1
100781,JOLT,2021-04-09T15:40:00+00:00,"Jolt Beverages faces a lawsuit and product recall, with layoffs expected",synthetic,1
100782,FLUX,2021-04-09T16:44:00+00:00,Flux Materials to present at an industry conference next week,synthetic,1
100783,GALE,2021-04-09T18:17:00+00:00,Gale Airlines to present at an industry conference next week,synthetic,1
100784,GALE,2021-04-09T19:17:00+00:00,Gale Airlines publishes its annual sustainability report,synthetic,1
100785,DYNE,2021-04-12T13:41:00+00:00,Dyne Biolabs slumps on a profit warning and rising default risk,synthetic,1
100786,ECHO,2021-04-12T19:04:00+00:00,Echo Networks slumps on a profit warning and rising default risk,synthetic,1
100787,ECHO,2021-04-12T13:50:00+00:00,Echo Networks schedules its quarterly earnings call date,synthetic,1
100788,JOLT,2021-04-12T17:56:00+00:00,Jolt Beverages shares surge after upgrade to buy on strong demand,synthetic,1
100789,JOLT,2021-04-12T14:47:00+00:00,Jolt Beverages shares surge after upgrade to buy on strong demand,synthetic,1
100790,HALO,2021-04-12T14:39:00+00:00,Halo Health raises full-year guidance; analysts turn bullish,synthetic,1
100791,HALO,2021-04-12T14:54:00+00:00,Halo Health completes a previously announced facility relocation,synthetic,1
100792,BOLT,2021-04-12T18:17:00+00:00,Bolt Energy names a new chief operating officer,synthetic,1
100793,BOLT,2021-04-12T16:58:00+00:00,"Bolt Energy faces a lawsuit and product recall, with layoffs expected",synthetic,1
100794,GALE,2021-04-12T19:23:00+00:00,Gale Airlines announces dividend hike and a new buyback program,synthetic,1
100795,CRUX,2021-04-12T14:44:00+00:00,"Crux Semiconductors wins major contract, boosting order backlog to a record",synthetic,1
100796,CRUX,2021-04-12T18:50:00+00:00,"Crux Semiconductors wins major contract, boosting order backlog to a record",synthetic,1
100797,KILN,2021-04-12T14:21:00+00:00,Kiln Foods raises full-year guidance; analysts turn bullish,synthetic,1
100798,KILN,2021-04-12T15:19:00+00:00,Kiln Foods tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100799,FLUX,2021-04-12T17:39:00+00:00,Flux Materials publishes its annual sustainability report,synthetic,1
100800,LUMN,2021-04-12T14:44:00+00:00,Lumen Softworks cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100801,LUMN,2021-04-12T18:54:00+00:00,Lumen Softworks announces dividend hike and a new buyback program,synthetic,1
100802,IRIS,2021-04-12T14:44:00+00:00,Iris Optics slumps on a profit warning and rising default risk,synthetic,1
100803,IRIS,2021-04-12T14:30:00+00:00,Iris Optics completes a previously announced facility relocation,synthetic,1
100804,ACME,2021-04-12T17:27:00+00:00,Acme Robotics announces dividend hike and a new buyback program,synthetic,1
100805,ACME,2021-04-12T16:20:00+00:00,Acme Robotics shares surge after upgrade to buy on strong demand,synthetic,1
100806,ACME,2021-04-13T17:40:00+00:00,Acme Robotics slumps on a profit warning and rising default risk,synthetic,1
100807,ACME,2021-04-13T17:12:00+00:00,Acme Robotics shares plunge after a downgrade on margin concerns,synthetic,1
100808,KILN,2021-04-13T18:54:00+00:00,Kiln Foods completes a previously announced facility relocation,synthetic,1
100809,KILN,2021-04-13T15:08:00+00:00,"Kiln Foods faces a lawsuit and product recall, with layoffs expected",synthetic,1
100810,FLUX,2021-04-13T14:57:00+00:00,Flux Materials publishes its annual sustainability report,synthetic,1
100811,HALO,2021-04-13T15:16:00+00:00,Halo Health tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100812,HALO,2021-04-13T18:44:00+00:00,Halo Health raises full-year guidance; analysts turn bullish,synthetic,1
100813,GALE,2021-04-13T17:18:00+00:00,Gale Airlines announces dividend hike and a new buyback program,synthetic,1
100814,BOLT,2021-04-13T16:14:00+00:00,Bolt Energy tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100815,BOLT,2021-04-13T14:53:00+00:00,"Bolt Energy faces a lawsuit and product recall, with layoffs expected",synthetic,1
100816,CRUX,2021-04-13T17:36:00+00:00,Crux Semiconductors shares surge after upgrade to buy on strong demand,synthetic,1
100817,JOLT,2021-04-13T14:10:00+00:00,Jolt Beverages misses revenue estimates and warns of weak guidance,synthetic,1
100818,IRIS,2021-04-13T14:34:00+00:00,"Iris Optics wins major contract, boosting order backlog to a record",synthetic,1
100819,IRIS,2021-04-14T14:31:00+00:00,Iris Optics misses revenue estimates and warns of weak guidance,synthetic,1
100820,IRIS,2021-04-14T17:43:00+00:00,Iris Optics shares plunge after a downgrade on margin concerns,synthetic,1
100821,CRUX,2021-04-14T14:54:00+00:00,Crux Semiconductors completes a previously announced facility relocation,synthetic,1
100822,CRUX,2021-04-14T14:12:00+00:00,Crux Semiconductors names a new chief operating officer,synthetic,1
100823,DYNE,2021-04-14T18:37:00+00:00,Dyne Biolabs cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100824,DYNE,2021-04-14T19:01:00+00:00,Dyne Biolabs slumps on a profit warning and rising default risk,synthetic,1
100825,LUMN,2021-04-14T15:28:00+00:00,Lumen Softworks publishes its annual sustainability report,synthetic,1
100826,LUMN,2021-04-14T18:47:00+00:00,Lumen Softworks shares plunge after a downgrade on margin concerns,synthetic,1
100827,ACME,2021-04-14T18:51:00+00:00,Acme Robotics schedules its quarterly earnings call date,synthetic,1
100828,GALE,2021-04-14T15:48:00+00:00,Gale Airlines misses revenue estimates and warns of weak guidance,synthetic,1
100829,GALE,2021-04-14T17:45:00+00:00,"Gale Airlines wins major contract, boosting order backlog to a record",synthetic,1
100830,HALO,2021-04-14T15:10:00+00:00,Halo Health cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100831,HALO,2021-04-14T18:12:00+00:00,Halo Health tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100832,JOLT,2021-04-14T16:13:00+00:00,Jolt Beverages shares plunge after a downgrade on margin concerns,synthetic,1
100833,KILN,2021-04-14T15:56:00+00:00,"Kiln Foods faces a lawsuit and product recall, with layoffs expected",synthetic,1
100834,FLUX,2021-04-14T17:49:00+00:00,Flux Materials slumps on a profit warning and rising default risk,synthetic,1
100835,FLUX,2021-04-14T16:10:00+00:00,"Flux Materials wins major contract, boosting order backlog to a record",synthetic,1
100836,BOLT,2021-04-15T14:53:00+00:00,"Bolt Energy faces a lawsuit and product recall, with layoffs expected",synthetic,1
100837,GALE,2021-04-15T13:40:00+00:00,Gale Airlines cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100838,GALE,2021-04-15T13:59:00+00:00,Gale Airlines tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100839,JOLT,2021-04-15T18:23:00+00:00,Jolt Beverages shares plunge after a downgrade on margin concerns,synthetic,1
100840,KILN,2021-04-15T14:09:00+00:00,"Kiln Foods faces a lawsuit and product recall, with layoffs expected",synthetic,1
100841,KILN,2021-04-15T18:15:00+00:00,"Kiln Foods wins major contract, boosting order backlog to a record",synthetic,1
100842,HALO,2021-04-15T19:10:00+00:00,Halo Health names a new chief operating officer,synthetic,1
100843,FLUX,2021-04-15T14:35:00+00:00,Flux Materials tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100844,LUMN,2021-04-15T17:10:00+00:00,Lumen Softworks completes a previously announced facility relocation,synthetic,1
100845,LUMN,2021-04-15T17:05:00+00:00,Lumen Softworks schedules its quarterly earnings call date,synthetic,1
100846,ACME,2021-04-15T13:47:00+00:00,Acme Robotics announces dividend hike and a new buyback program,synthetic,1
100847,ACME,2021-04-15T19:28:00+00:00,Acme Robotics cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100848,BOLT,2021-04-16T17:47:00+00:00,Bolt Energy announces dividend hike and a new buyback program,synthetic,1
100849,FLUX,2021-04-16T16:26:00+00:00,Flux Materials slumps on a profit warning and rising default risk,synthetic,1
100850,KILN,2021-04-16T18:51:00+00:00,Kiln Foods shares surge after upgrade to buy on strong demand,synthetic,1
100851,KILN,2021-04-16T17:18:00+00:00,Kiln Foods to present at an industry conference next week,synthetic,1
100852,IRIS,2021-04-16T17:53:00+00:00,Iris Optics cuts outlook as demand declines and an investigation weighs on shares,synthetic,1
100853,LUMN,2021-04-16T17:41:00+00:00,Lumen Softworks misses revenue estimates and warns of weak guidance,synthetic,1
100854,DYNE,2021-04-16T18:08:00+00:00,Dyne Biolabs raises full-year guidance; analysts turn bullish,synthetic,1
100855,DYNE,2021-04-16T14:58:00+00:00,Dyne Biolabs tops quarterly profit estimates as revenue growth accelerates,synthetic,1
100856,CRUX,2021-04-16T14:01:00+00:00,Crux Semiconductors announces dividend hike and a new buyback program,synthetic,1
100857,CRUX,2021-04-16T16:39:00+00:00,"Crux Semiconductors wins major contract, boosting order backlog to a record",synthetic,1
100858,ACME,2021-04-16T19:04:00+00:00,Acme Robotics schedules its quarterly earnings call date,synthetic,1
100859,GALE,2021-04-16T18:48:00+00:00,Gale Airlines completes a previously announced facility relocation,synthetic,1
100860,GALE,2021-04-16T14:25:00+00:00,Gale Airlines shares plunge after a downgrade on margin concerns,synthetic,1
